model,params_b,MBI,bbq_norm,crows_norm,stereoset_norm,bbq_s_bias_ambig,bbq_s_bias_disambig,bbq_acc_ambig,bbq_acc_disambig,crows_stereo_pct,stereoset_SS,stereoset_LMS,stereoset_ICAT
Phi-2,2.7,0.2113690629115047,0.04270986745213546,0.25331564986737404,0.3380816714150046,-0.04270986745213546,-0.15973254086181277,0.015095729013254787,0.8194035346097202,62.6657824933687,66.90408357075023,92.73504273504274,61.383024488437606
