model,params_b,MBI,bbq_norm,crows_norm,stereoset_norm,bbq_s_bias_ambig,bbq_s_bias_disambig,bbq_acc_ambig,bbq_acc_disambig,crows_stereo_pct,stereoset_SS,stereoset_LMS,stereoset_ICAT
TinyLlama-1.1B,1.1,0.23535399984525082,0.15887334315169369,0.3116710875331566,0.23551756885090214,-0.15887334315169369,-0.1640349247631432,0.018593519882179676,0.5055228276877761,65.58355437665783,61.77587844254511,89.69610636277302,68.57109745682078
