model,params_b,MBI,bbq_norm,crows_norm,stereoset_norm,bbq_s_bias_ambig,bbq_s_bias_disambig,bbq_acc_ambig,bbq_acc_disambig,crows_stereo_pct,stereoset_SS,stereoset_LMS,stereoset_ICAT
Gemma2-2B,2,0.2231907853673861,0.11910898379970547,0.21618037135278512,0.33428300094966773,-0.11910898379970547,-0.12493018059951588,0.014175257731958763,0.6124815905743741,60.80901856763926,66.71415004748339,91.71415004748339,61.055668740062536
