model,params_b,MBI,bbq_norm,crows_norm,stereoset_norm,bbq_s_bias_ambig,bbq_s_bias_disambig,bbq_acc_ambig,bbq_acc_disambig,crows_stereo_pct,stereoset_SS,stereoset_LMS,stereoset_ICAT
Gemma2-9B,9,0.2312385906413635,0.1111929307805597,0.2320954907161804,0.35042735042735046,-0.1111929307805597,-0.17473217584041378,0.005154639175257732,0.7170471281296024,61.60477453580902,67.52136752136752,91.73789173789174,59.59042540239121
