model,params_b,MBI,bbq_norm,crows_norm,stereoset_norm,bbq_s_bias_ambig,bbq_s_bias_disambig,bbq_acc_ambig,bbq_acc_disambig,crows_stereo_pct,stereoset_SS,stereoset_LMS,stereoset_ICAT
Qwen2.5-7B,7,0.20463837828158252,0.013807069219440353,0.2639257294429709,0.33618233618233634,-0.013807069219440353,-0.1471725916375023,0.0034977908689248897,0.8766568483063328,63.19628647214854,66.80911680911682,92.09401709401709,61.13363527893441
